externalid,tranId,Customer,trandate,orderstatus,startdate,enddate,otherrefnum,memo,salesrep,opportunity,saleseffectivedate,leadsource,partner,Department,Class,Location,couponcode,promocode,discount-discountItem,discount-discountrate,itemLine_item,new_part,itemLine_quantity,itemLine_serialNumbers,itemLine_units,itemLine_salesPrice,itemLine_amount,itemLine_description,itemLine_isTaxable,itemLine_priceLevel,itemLine_department,itemLine_class,itemLine_location,itemLine_custom:Field Name,itemLine_custom:Field Name1,itemLine_custom:Field Name2,shipdate,shipcarrier,shipmethod,shipcomplete,shipaddresslist,shipattention,shipaddressee,shipAddr1,shipAddr2,shipCity,shipState,shipZip,shipCountry,shipPhone,terms,billattention,billAddressee,billAddr1,billAddr2,billCity,billState,billZip,billCountry,billPhone,currency,exchangerate,istaxable,taxitem,taxrate,tobeprinted,tobeemailed,email,tobefaxed,fax,customermessage,custbody_nsts_ci_exclude,custom:Field Name,custom:Field Name1,custom:Field Name2
71549,71549,0850289,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,M301,,1,?,EACH,4.5,4.5,O-ring - chamber Mako/Bauer.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HANOVER VOL. FIRE DEPT.,9 STARCK DR,,Burgettstown,Burgettstown,15021,USA,?,30,?,HANOVER VFD RELIEF ASSOCIATION,9 STARCK DR,,Burgettstown,PA,15021,USA,?,?,?,NONTAX,?,?,Y,?,,?,(724) 729-7260,?,?,?,?,?,
71549,71549,0850289,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,M305,,1,?,EACH,4.5,4.5,Ring - backup - chamber Mako/B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HANOVER VOL. FIRE DEPT.,9 STARCK DR,,Burgettstown,Burgettstown,15021,USA,?,30,?,HANOVER VFD RELIEF ASSOCIATION,9 STARCK DR,,Burgettstown,PA,15021,USA,?,?,?,NONTAX,?,?,Y,?,,?,(724) 729-7260,?,?,?,?,?,
71549,71549,0850289,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,SLP-HP-3X,,1,?,EACH,365,365,Two kits for before and after,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HANOVER VOL. FIRE DEPT.,9 STARCK DR,,Burgettstown,Burgettstown,15021,USA,?,30,?,HANOVER VFD RELIEF ASSOCIATION,9 STARCK DR,,Burgettstown,PA,15021,USA,?,?,?,NONTAX,?,?,Y,?,,?,(724) 729-7260,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,N,?,BAS-PMPA1,,1,?,EACH,500,500,Annual  Preventative Maintenan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. Dryer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Bauer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,M301,,2,?,EACH,4.5,4.5,O-ring - chamber Mako/Bauer.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,M305,,2,?,EACH,4.5,4.5,Ring - backup - chamber Mako/B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,N25886,N25886,1,?,EACH,47.15,47.15,Filter - intake H19 - H25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,N25326KIT,,1,?,EACH,32.75,32.75,Kit Oil Filter Bauer Gen II,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,83,83,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71553,71553,0851175,02/19/19,O,?,?,JAN-PM {annual},?,0047,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-PA,,1,?,EACH,8.75,8.75,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,171st ARW,300 Tanker Road,Attn:  Brian Searight,Coraopolis,Coraopolis,15108,USA,?,00,?,171st ARW,300 Tanker Road,,Coraopolis,PA,15108,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71555,71555,0410063,02/19/19,O,?,?,FEB-PM,?,0047,,?,,?,?,?,,?,?,N,?,BAS-PMPA2,,1,?,EACH,274.5,274.5,Semi Annual  Preventative Main,?,?,?,?,?,?,?,?,?,?,?,?,?,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,MIDLAND,15059,USA,?,30,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,PA,15059,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71555,71555,0410063,02/19/19,O,?,?,FEB-PM,?,0047,,?,,?,?,?,,?,?,Y,?,XAT1,,1,?,EACH,128,128,Air test - Single.  Air test c,?,?,?,?,?,?,?,?,?,?,?,?,?,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,MIDLAND,15059,USA,?,30,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,PA,15059,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71555,71555,0410063,02/19/19,O,?,?,FEB-PM,?,0047,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,MIDLAND,15059,USA,?,30,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,PA,15059,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71555,71555,0410063,02/19/19,O,?,?,FEB-PM,?,0047,,?,,?,?,?,,?,?,Y,?,M301,,1,?,EACH,4.5,4.5,O-ring - chamber Mako/Bauer.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,MIDLAND,15059,USA,?,30,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,PA,15059,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71555,71555,0410063,02/19/19,O,?,?,FEB-PM,?,0047,,?,,?,?,?,,?,?,Y,?,M305,,1,?,EACH,4.5,4.5,Ring - backup - chamber Mako/B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,MIDLAND,15059,USA,?,30,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,PA,15059,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71555,71555,0410063,02/19/19,O,?,?,FEB-PM,?,0047,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,MIDLAND,15059,USA,?,30,?,MIDLAND FF RELIEF ASSOC.,936 MIDLAND AVE,,MIDLAND,PA,15059,USA,?,?,?,NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,394.15,394.15,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. no CO. Was,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,65-1230,,1,?,EACH,26.4,26.4,OIL COMP. (MSDS UPON REQUEST),?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,172,172,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71559,71559,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,213.6,213.6,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 22,815 S SOUTH HWY 109,ATTN: DON CRAFFORD,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71560,71560,0902212,02/19/19,O,?,?,Jan PM,?,0047,,?,,?,?,?,,?,?,N,?,BAS-PMPA2,,1,?,EACH,274.5,274.5,Semi Annual  Preventative Main,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,Glenshaw,15116,USA,?,30,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,PA,15116,US,?,?,?,,?,?,Y,?,,?,,?,?,?,?,?,
71560,71560,0902212,02/19/19,O,?,?,Jan PM,?,0047,,?,,?,?,?,,?,?,Y,?,N25326KIT,,1,?,EACH,32.75,32.75,Kit Oil Filter Bauer Gen II,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,Glenshaw,15116,USA,?,30,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,PA,15116,US,?,?,?,,?,?,Y,?,,?,,?,?,?,?,?,
71560,71560,0902212,02/19/19,O,?,?,Jan PM,?,0047,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,Glenshaw,15116,USA,?,30,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,PA,15116,US,?,?,?,,?,?,Y,?,,?,,?,?,?,?,?,
71560,71560,0902212,02/19/19,O,?,?,Jan PM,?,0047,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-PA,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,Glenshaw,15116,USA,?,30,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,PA,15116,US,?,?,?,,?,?,Y,?,,?,,?,?,?,?,?,
71560,71560,0902212,02/19/19,O,?,?,Jan PM,?,0047,,?,,?,?,?,,?,?,Y,?,SLP-HP-4X,,1,?,EACH,395,395,Quarterly Air Test Program wit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,Glenshaw,15116,USA,?,30,?,Elfinwild Vol Fire Dept,2807 Mt Royal Blvd,,Glenshaw,PA,15116,US,?,?,?,,?,?,Y,?,,?,,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,348.98,348.98,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,1,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,83,83,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,172,172,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71561,71561,0601062,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,5.93,5.93,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,THOMASVILLE FIRE DEPT STA 21,712 E MAIN ST,,Thomasville,Thomasville,27360,USA,?,30,?,THOMASVILLE FIRE DEPT,ACCOUNTS PAYABLE,PO BOX 368,Thomasville,NC,27361-0368,USA,?,?,?,NC-DAVID,?,?,Y,?,DON.CRAFFORD@THOMASVILLE-NC.GOV,?,(336) 475-5562,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,522.91,522.91,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,3,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. no CO. Was,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,2110,,1,?,EACH,20.25,20.25,AIR INTAKE FILTER 6.5 X 3""H,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
71562,71562,0603464,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,65-1230,,1,?,EACH,26.4,26.4,OIL COMP. (MSDS UPON REQUEST),?,?,?,?,?,?,?,?,?,?,?,?,?,?,SKYLAND VOL FIRE DEPT,9 MILLER RD,,SKYLAND,SKYLAND,28776,USA,?,30,?,SKYLAND FIRE AND RESCUE,PO BOX 640,,Skyland,NC,28776,USA,?,?,?,NC-BUNCOM,?,?,Y,?,EBARNWELL@SKYLANDFIRE.COM,?,(828) 684-1010,?,?,?,?,?,
